
¿ì¸®³ª¶ó±âÈÄÆò³â°ª
[°Ë»öÁ¶°Ç]
°Ë»ö±¸ºÐ : ÀÏº°Æò³â°ª
, ÁöÁ¡¸í : ÀüÃ¼
, ±â°£ : 1971~2000³â
ÁöÁ¡¸í,ÀÏ½Ã,ÇØ¸é±â¾Ð(hPa),Æò±Õ±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),Æò±ÕÇ³¼Ó(m/sec),°­¼ö·®(mm),½Àµµ(%),Àü¿î·®(1/10),¼ÒÇüÁõ¹ß·®(mm),ÀÏÁ¶½Ã°£(hr)
¾çÆò,03-30,    1018.7,       7.6,      14.5,       0.8,       1.8,       2.9,      63.4,       5.3,       2.8,       6.7
¾çÆò,03-31,    1019.0,       7.4,      14.2,       0.3,       1.6,       0.8,      60.6,       4.1,       3.2,       7.6
¾çÆò,04-01,    1019.2,       7.1,      14.4,       0.1,       1.9,       1.2,      61.2,       4.2,       3.7,       8.0
¾çÆò,04-02,    1019.5,       7.2,      14.3,       0.4,       1.9,       1.5,      59.3,       3.6,       3.7,       8.2
¾çÆò,04-03,    1019.8,       7.6,      15.1,       0.3,       1.8,       1.7,      60.3,       4.2,       3.5,       7.4
¾çÆò,04-04,    1018.8,       8.3,      16.8,       0.0,       1.6,       0.1,      60.9,       3.7,       3.8,       7.9
¾çÆò,04-05,    1018.5,       9.2,      17.6,       1.6,       1.7,       6.2,      63.5,       4.2,       3.6,       7.5
¾çÆò,04-06,    1017.7,       9.0,      16.7,       2.0,       1.9,       3.5,      64.5,       4.8,       3.5,       6.5
¾çÆò,04-07,    1017.4,      10.1,      17.3,       3.4,       1.7,       5.1,      61.5,       5.0,       3.5,       7.3
¾çÆò,04-08,    1018.2,      10.6,      17.9,       3.3,       1.8,       1.0,      61.2,       4.4,       3.8,       7.2
¾çÆò,04-09,    1017.8,      10.9,      18.4,       3.7,       1.7,       1.0,      59.5,       5.0,       3.6,       7.7
¾çÆò,04-10,    1017.0,      10.4,      17.7,       3.4,       1.8,       1.4,      61.2,       4.2,       4.0,       7.3
¾çÆò,04-11,    1017.5,      10.5,      18.4,       2.3,       1.8,       1.3,      58.1,       5.1,       4.7,       7.8
¾çÆò,04-12,    1014.9,      11.0,      18.2,       4.1,       1.8,       6.2,      61.4,       4.8,       4.2,       7.1
¾çÆò,04-13,    1016.8,      10.6,      18.1,       3.3,       1.7,       3.7,      62.7,       4.0,       3.9,       7.5
¾çÆò,04-14,    1017.9,      11.1,      18.7,       3.6,       1.6,       1.8,      58.2,       4.6,       3.6,       8.1
¾çÆò,04-15,    1017.0,      11.3,      19.0,       4.1,       1.7,       3.2,      61.0,       5.1,       3.8,       7.5
¾çÆò,04-16,    1017.2,      10.7,      17.6,       3.9,       1.6,       1.5,      62.8,       5.5,       3.2,       7.1
¾çÆò,04-17,    1015.5,      10.9,      18.1,       3.7,       1.7,       2.5,      64.7,       4.7,       4.2,       6.8
¾çÆò,04-18,    1014.5,      11.6,      19.4,       3.8,       1.8,       3.5,      60.5,       4.6,       4.4,       7.9
¾çÆò,04-19,    1015.4,      12.2,      20.4,       4.1,       1.6,       2.9,      61.3,       3.6,       4.3,       8.3
¾çÆò,04-20,    1016.9,      12.6,      20.6,       4.8,       1.5,       0.5,      59.7,       4.3,       4.1,       7.9
¾çÆò,04-21,    1014.6,      13.0,      21.0,       5.2,       1.7,       3.4,      59.7,       4.3,       4.6,       7.9
¾çÆò,04-22,    1013.2,      12.5,      19.6,       5.8,       1.5,       2.3,      62.8,       5.2,       3.8,       7.0
¾çÆò,04-23,    1012.9,      13.1,      21.1,       5.1,       1.7,       1.6,      61.7,       4.0,       4.3,       8.7
¾çÆò,04-24,    1014.8,      13.0,      21.0,       5.2,       1.7,       5.7,      62.9,       4.6,       3.8,       8.0
¾çÆò,04-25,    1016.0,      13.5,      21.4,       5.5,       1.6,       0.9,      61.2,       4.7,       4.0,       8.2
¾çÆò,04-26,    1016.2,      13.7,      20.9,       6.5,       1.7,       3.5,      61.7,       4.9,       3.6,       7.7
¾çÆò,04-27,    1016.1,      13.5,      21.4,       6.2,       1.5,       1.5,      63.8,       5.3,       3.9,       7.9
¾çÆò,04-28,    1015.5,      13.3,      20.2,       6.5,       1.4,       4.2,      67.6,       6.0,       3.1,       6.0
¾çÆò,04-29,    1014.7,      14.1,      21.8,       7.2,       1.5,       1.8,      64.8,       5.1,       4.5,       7.5
¾çÆò,04-30,    1013.7,      14.6,      22.0,       7.7,       1.5,       1.8,      64.3,       5.2,       4.1,       7.2
¾çÆò,05-01,    1012.9,      14.5,      21.1,       8.3,       1.8,       2.7,      64.2,       5.7,       4.4,       7.0
¾çÆò,05-02,    1014.0,      14.4,      21.8,       7.3,       1.6,       2.8,      63.6,       4.7,       4.3,       7.6
¾çÆò,05-03,    1014.4,      14.5,      21.7,       7.6,       1.5,       3.8,      64.0,       5.2,       4.0,       7.8
¾çÆò,05-04,    1014.0,      14.5,      22.0,       6.8,       1.5,       0.4,      61.1,       4.5,       4.6,       8.5
¾çÆò,05-05,    1013.8,      15.1,      23.3,       6.8,       1.5,       2.5,      60.1,       3.9,       5.0,       8.7
¾çÆò,05-06,    1014.0,      15.0,      22.4,       7.9,       1.5,       3.4,      63.9,       4.9,       4.4,       7.4
¾çÆò,05-07,    1011.3,      15.4,      22.6,       8.6,       1.5,       8.8,      68.1,       5.2,       4.6,       7.3
¾çÆò,05-08,    1012.5,      15.5,      22.7,       8.3,       1.3,       2.7,      65.8,       4.5,       4.5,       8.1
¾çÆò,05-09,    1013.8,      16.0,      23.7,       9.0,       1.4,       1.2,      61.9,       4.6,       4.8,       8.5
¾çÆò,05-10,    1014.2,      16.0,      23.8,       8.5,       1.3,       2.5,      64.6,       4.9,       4.7,       8.0
¾çÆò,05-11,    1014.2,      15.8,      22.8,       9.2,       1.4,       2.9,      65.9,       4.9,       4.5,       7.8
¾çÆò,05-12,    1014.1,      16.6,      24.0,       9.3,       1.2,       3.8,      67.7,       4.7,       4.8,       8.1
¾çÆò,05-13,    1013.1,      15.7,      21.5,      10.2,       1.3,      17.0,      72.6,       6.2,       3.3,       5.1
¾çÆò,05-14,    1012.3,      16.1,      22.8,       9.4,       1.3,       6.0,      67.2,       5.0,       4.6,       7.6
¾çÆò,05-15,    1012.0,      16.1,      23.2,       9.4,       1.2,       1.1,      66.1,       6.0,       4.6,       7.2
¾çÆò,05-16,    1012.4,      16.2,      22.8,       9.8,       1.3,       2.1,      65.8,       5.4,       4.6,       7.6
¾çÆò,05-17,    1013.0,      16.3,      23.9,       8.8,       1.3,       1.2,      64.2,       4.1,       5.0,       9.1
¾çÆò,05-18,    1012.7,      16.3,      23.0,       9.7,       1.2,       3.3,      69.6,       5.5,       3.5,       6.8
¾çÆò,05-19,    1011.9,      16.7,      23.3,      10.6,       1.2,       6.0,      70.6,       5.6,       3.8,       6.9
¾çÆò,05-20,    1011.7,      17.1,      24.1,      10.1,       1.3,       2.3,      67.7,       5.0,       4.5,       7.8
¾çÆò,05-21,    1011.7,      17.6,      25.2,      10.7,       1.2,       0.5,      66.6,       4.7,       5.3,       8.5
¾çÆò,05-22,    1010.9,      17.8,      25.5,      10.5,       1.1,       1.6,      67.4,       4.4,       4.8,       8.8
¾çÆò,05-23,    1011.7,      18.3,      25.9,      10.8,       1.2,       0.8,      65.9,       4.5,       5.0,       9.2
¾çÆò,05-24,    1011.1,      18.1,      25.2,      11.6,       1.2,       1.8,      66.9,       5.1,       4.9,       8.2
¾çÆò,05-25,    1011.8,      17.4,      23.5,      11.6,       1.0,       6.2,      72.6,       5.9,       4.2,       6.4
¾çÆò,05-26,    1012.0,      18.1,      24.7,      12.0,       1.3,       2.3,      68.0,       5.2,       5.0,       7.8
¾çÆò,05-27,    1012.6,      18.6,      25.8,      11.5,       1.2,       1.0,      65.7,       4.3,       5.0,       9.3
¾çÆò,05-28,    1012.7,      18.9,      26.3,      12.0,       1.1,       0.4,      66.9,       5.1,       4.9,       8.7
¾çÆò,05-29,    1011.5,      19.4,      26.4,      13.0,       1.2,       1.6,      67.6,       5.3,       5.4,       8.3
¾çÆò,05-30,    1011.7,      19.4,      26.7,      12.5,       1.3,       1.3,      65.7,       5.1,       5.6,       8.5
¾çÆò,05-31,    1011.7,      19.2,      26.4,      12.3,       1.2,       2.7,      66.6,       4.9,       4.2,       8.2
¾çÆò,06-01,    1011.3,      19.2,      25.8,      13.0,       1.2,       5.5,      69.0,       6.0,       4.1,       7.1
¾çÆò,06-02,    1008.2,      19.1,      25.6,      13.2,       1.2,       6.9,      71.7,       5.9,       4.4,       7.1
¾çÆò,06-03,    1008.1,      19.1,      25.6,      13.3,       1.2,       1.3,      71.6,       5.7,       4.9,       7.5
¾çÆò,06-04,    1009.6,      19.9,      26.6,      14.0,       1.0,       1.3,      70.3,       6.0,       4.7,       8.0
¾çÆò,06-05,    1011.1,      20.0,      27.0,      14.0,       1.1,       3.0,      71.2,       5.0,       4.8,       8.5
¾çÆò,06-06,    1012.4,      20.3,      27.3,      14.0,       1.1,       2.0,      68.9,       5.6,       4.7,       8.6
¾çÆò,06-07,    1011.3,      20.4,      27.5,      13.9,       1.0,       3.5,      68.7,       5.2,       4.9,       8.5
¾çÆò,06-08,    1009.0,      20.3,      26.7,      14.4,       1.1,       3.9,      70.6,       5.9,       4.4,       7.1
¾çÆò,06-09,    1008.3,      20.7,      27.1,      15.0,       1.2,       2.4,      70.6,       6.7,       4.2,       7.2
¾çÆò,06-10,    1010.2,      20.6,      26.8,      15.4,       1.1,       3.3,      72.4,       5.9,       4.4,       7.5
¾çÆò,06-11,    1011.1,      20.9,      27.8,      14.6,       1.2,       1.8,      69.8,       5.1,       5.2,       8.8
¾çÆò,06-12,    1010.3,      21.1,      28.0,      14.7,       1.1,       1.8,      69.3,       5.7,       4.8,       8.6
¾çÆò,06-13,    1009.0,      21.7,      28.4,      15.9,       1.3,       2.3,      68.3,       5.0,       5.5,       8.3
¾çÆò,06-14,    1008.3,      21.8,      28.5,      15.6,       1.1,       2.7,      68.3,       4.6,       5.0,       8.7
¾çÆò,06-15,    1007.9,      22.0,      28.8,      15.8,       1.0,       0.5,      70.2,       5.2,       4.6,       8.3
¾çÆò,06-16,    1007.9,      22.4,      28.6,      16.7,       1.0,       5.1,      71.2,       6.1,       4.4,       7.7
¾çÆò,06-17,    1007.6,      22.2,      28.3,      16.9,       1.1,       5.3,      72.1,       6.4,       4.5,       7.4
¾çÆò,06-18,    1008.0,      21.7,      27.6,      16.5,       1.1,       2.4,      71.8,       6.6,       4.1,       6.9
¾çÆò,06-19,    1008.6,      21.6,      27.9,      16.0,       1.0,       4.6,      71.3,       6.6,       4.2,       7.2
¾çÆò,06-20,    1009.3,      21.7,      27.5,      16.8,       0.9,       4.7,      73.8,       6.6,       3.8,       6.6
¾çÆò,06-21,    1009.2,      22.3,      28.7,      16.9,       1.1,       5.9,      71.7,       6.4,       4.2,       7.7
¾çÆò,06-22,    1009.1,      22.3,      28.2,      17.0,       1.1,       2.3,      72.0,       6.1,       4.9,       7.2
¾çÆò,06-23,    1007.5,      22.3,      28.4,      16.9,       1.1,       3.4,      73.1,       6.3,       4.5,       7.5
¾çÆò,06-24,    1007.8,      22.4,      28.0,      17.3,       1.0,       5.7,      73.8,       6.8,       4.0,       7.2
¾çÆò,06-25,    1007.0,      22.5,      27.7,      17.9,       1.1,      18.9,      75.5,       7.2,       4.3,       6.3
¾çÆò,06-26,    1007.4,      23.0,      28.5,      18.1,       1.2,       7.3,      74.2,       6.6,       4.6,       7.0
¾çÆò,06-27,    1008.5,      22.7,      28.1,      18.4,       1.2,       6.6,      75.2,       7.4,       4.2,       5.9
¾çÆò,06-28,    1007.4,      23.0,      28.7,      18.0,       1.0,       4.4,      75.9,       6.8,       3.8,       6.7
¾çÆò,06-29,    1005.9,      23.1,      28.7,      18.7,       1.1,      10.6,      77.1,       7.4,       4.6,       6.3
¾çÆò,06-30,    1005.8,      23.0,      28.1,      18.7,       1.1,       9.1,      77.0,       7.1,       4.3,       6.0
¾çÆò,07-01,    1006.9,      23.0,      28.2,      18.9,       1.1,      19.3,      76.9,       7.9,       4.3,       6.1
¾çÆò,07-02,    1008.0,      23.1,      28.2,      19.1,       1.2,      11.3,      76.7,       7.4,       3.8,       5.9
¾çÆò,07-03,    1009.2,      23.2,      28.3,      18.9,       1.0,      10.5,      77.6,       7.0,       3.4,       5.9
¾çÆò,07-04,    1009.4,      23.2,      28.3,      19.1,       0.9,       8.9,      77.9,       7.0,       3.3,       6.1
¾çÆò,07-05,    1008.8,      23.6,      29.2,      18.8,       0.9,       5.1,      77.4,       6.3,       3.7,       7.4
¾çÆò,07-06,    1008.0,      23.9,      29.5,      19.1,       1.0,       6.7,      76.3,       7.0,       4.2,       6.8
¾çÆò,07-07,    1007.5,      23.9,      29.6,      19.6,       1.1,       8.1,      75.9,       6.3,       4.1,       7.2
¾çÆò,07-08,    1008.3,      23.6,      28.6,      19.2,       1.0,      12.0,      78.2,       7.1,       3.4,       5.9
¾çÆò,07-09,    1008.8,      24.0,      28.8,      19.8,       0.9,      12.4,      79.0,       7.2,       3.7,       5.7
¾çÆò,07-10,    1008.9,      24.1,      28.7,      20.1,       1.0,      12.7,      80.1,       7.9,       3.4,       5.6
¾çÆò,07-11,    1007.9,      23.3,      27.9,      20.0,       0.9,      14.0,      81.2,       8.0,       2.5,       4.5
¾çÆò,07-12,    1007.8,      23.4,      28.0,      19.6,       0.9,      17.2,      80.9,       7.9,       3.0,       5.4
¾çÆò,07-13,    1008.1,      24.0,      28.9,      20.2,       0.9,       8.8,      79.7,       8.0,       2.9,       5.7
¾çÆò,07-14,    1008.1,      24.0,      28.7,      20.3,       0.8,      10.4,      80.8,       7.6,       2.8,       5.1
¾çÆò,07-15,    1007.0,      24.1,      28.8,      20.6,       0.9,      14.2,      82.3,       8.3,       3.1,       5.0
¾çÆò,07-16,    1005.3,      24.3,      28.9,      20.7,       1.1,      13.7,      81.7,       8.1,       3.4,       4.5
¾çÆò,07-17,    1006.2,      24.2,      29.3,      20.4,       0.9,       9.3,      80.5,       6.7,       3.7,       6.3
¾çÆò,07-18,    1007.1,      24.8,      30.6,      20.1,       1.0,       1.8,      78.0,       6.3,       4.2,       7.5
¾çÆò,07-19,    1007.5,      24.9,      30.0,      20.8,       1.1,       9.4,      79.9,       7.2,       4.0,       6.1
¾çÆò,07-20,    1008.5,      25.2,      30.6,      21.1,       0.9,      11.2,      79.8,       7.0,       4.1,       6.5
¾çÆò,07-21,    1008.8,      25.3,      30.4,      21.4,       0.9,      17.2,      81.1,       7.5,       3.5,       5.7
¾çÆò,07-22,    1008.0,      25.2,      30.1,      21.5,       1.0,      17.7,      82.0,       7.5,       3.1,       5.5
¾çÆò,07-23,    1007.8,      25.7,      30.7,      21.6,       1.0,       3.4,      78.2,       6.4,       3.8,       6.8
¾çÆò,07-24,    1008.0,      25.6,      30.5,      21.6,       1.0,       9.7,      79.1,       6.9,       3.8,       6.1
¾çÆò,07-25,    1007.5,      25.3,      30.6,      21.6,       0.9,      18.3,      80.3,       7.0,       3.6,       5.3
¾çÆò,07-26,    1007.9,      25.8,      31.2,      21.5,       0.9,       8.7,      79.4,       6.6,       3.4,       6.8
¾çÆò,07-27,    1007.9,      25.5,      30.4,      21.7,       0.9,      14.1,      79.9,       7.1,       3.4,       5.7
¾çÆò,07-28,    1008.5,      25.8,      30.9,      21.9,       0.9,      12.2,      81.2,       7.1,       3.7,       5.8
¾çÆò,07-29,    1007.0,      25.8,      31.0,      21.9,       0.9,      12.0,      81.0,       6.5,       3.4,       6.2
¾çÆò,07-30,    1006.5,      26.1,      31.6,      22.0,       1.0,       9.0,      80.0,       6.5,       4.3,       6.6
¾çÆò,07-31,    1007.7,      26.1,      32.0,      21.8,       1.0,       2.6,      79.0,       6.0,       4.8,       7.7
¾çÆò,08-01,    1008.4,      26.0,      31.7,      21.9,       1.0,       9.2,      80.1,       7.0,       4.1,       6.3
¾çÆò,08-02,    1009.0,      25.7,      30.6,      21.7,       1.0,      13.2,      80.3,       7.0,       3.9,       5.9
¾çÆò,08-03,    1009.0,      25.5,      31.0,      21.5,       1.2,      13.1,      80.7,       6.4,       4.2,       6.3
¾çÆò,08-04,    1008.9,      25.1,      30.4,      21.0,       1.0,      18.3,      79.5,       6.5,       4.0,       6.5
¾çÆò,08-05,    1008.4,      25.4,      31.2,      20.9,       0.9,       4.7,      78.3,       6.2,       4.8,       7.4
¾çÆò,08-06,    1008.1,      25.2,      30.6,      21.1,       0.8,       7.0,      80.5,       6.3,       3.6,       6.4
¾çÆò,08-07,    1007.2,      25.1,      30.6,      20.9,       0.9,      12.5,      80.7,       7.0,       3.7,       6.0
¾çÆò,08-08,    1007.4,      25.4,      31.3,      21.6,       0.9,      22.8,      80.7,       6.9,       4.4,       6.4
¾çÆò,08-09,    1008.1,      25.7,      31.4,      21.2,       0.9,       5.1,      79.9,       6.4,       4.4,       7.0
¾çÆò,08-10,    1008.0,      25.2,      31.0,      20.9,       0.9,       5.9,      79.7,       6.3,       4.0,       6.6
¾çÆò,08-11,    1008.6,      25.2,      31.5,      20.5,       0.8,       7.1,      79.1,       5.2,       4.4,       7.6
¾çÆò,08-12,    1008.3,      25.3,      31.7,      20.5,       0.8,       4.9,      79.4,       5.6,       4.3,       7.8
¾çÆò,08-13,    1007.5,      25.5,      31.6,      20.8,       0.8,      10.3,      79.9,       5.6,       3.8,       7.3
¾çÆò,08-14,    1008.5,      25.4,      31.1,      21.4,       0.9,      13.9,      79.8,       6.3,       3.6,       6.8
¾çÆò,08-15,    1009.9,      25.0,      30.6,      20.6,       0.9,       7.8,      79.7,       6.0,       3.7,       6.7
¾çÆò,08-16,    1010.2,      24.8,      30.1,      20.4,       0.8,       5.1,      79.9,       6.4,       3.5,       6.3
¾çÆò,08-17,    1010.1,      24.8,      30.3,      20.6,       1.1,       9.5,      79.6,       6.1,       3.9,       6.7
¾çÆò,08-18,    1010.5,      25.1,      31.0,      20.5,       1.1,       2.2,      77.7,       5.8,       4.2,       7.4
¾çÆò,08-19,    1010.0,      25.0,      30.9,      20.1,       0.8,      11.7,      77.7,       5.5,       4.4,       7.7
¾çÆò,08-20,    1008.6,      24.4,      29.3,      20.6,       0.9,      14.3,      81.6,       7.3,       2.7,       5.2
¾çÆò,08-21,    1007.9,      24.2,      29.5,      20.4,       0.9,      10.8,      79.4,       6.5,       3.6,       7.0
¾çÆò,08-22,    1009.0,      24.4,      30.4,      19.9,       0.9,       1.6,      77.7,       6.0,       3.9,       7.3
¾çÆò,08-23,    1009.9,      23.4,      28.8,      19.4,       1.0,      11.4,      79.9,       6.9,       3.9,       5.7
¾çÆò,08-24,    1011.0,      23.3,      28.9,      19.0,       1.0,      10.0,      78.5,       6.7,       4.0,       6.4
¾çÆò,08-25,    1011.1,      23.3,      28.7,      19.2,       0.8,      16.3,      80.9,       6.6,       3.6,       6.1
¾çÆò,08-26,    1011.3,      23.4,      29.2,      19.0,       0.9,       6.0,      80.5,       6.2,       3.8,       6.9
¾çÆò,08-27,    1010.2,      22.9,      28.0,      18.7,       1.1,      14.6,      80.6,       6.4,       3.4,       5.4
¾çÆò,08-28,    1009.6,      22.9,      28.9,      18.6,       1.0,      12.1,      80.1,       7.3,       3.4,       6.1
¾çÆò,08-29,    1010.2,      23.1,      28.6,      19.0,       1.1,       7.0,      80.7,       7.5,       2.5,       5.6
¾çÆò,08-30,    1010.3,      23.3,      28.9,      19.1,       0.9,       5.6,      80.4,       6.9,       3.0,       5.8
¾çÆò,08-31,    1010.4,      23.0,      28.8,      19.1,       0.9,      11.0,      80.9,       7.3,       2.8,       6.0
¾çÆò,09-01,    1011.3,      22.9,      28.6,      19.0,       1.0,      15.0,      80.7,       7.0,       2.9,       5.9
¾çÆò,09-02,    1010.1,      22.5,      27.6,      18.8,       1.0,      16.2,      81.9,       7.5,       2.3,       5.1
¾çÆò,09-03,    1010.6,      22.4,      28.1,      18.4,       0.9,       4.7,      79.8,       6.6,       3.2,       6.4
¾çÆò,09-04,    1011.7,      21.7,      27.7,      17.2,       0.7,       3.4,      78.4,       6.1,       3.2,       7.0
¾çÆò,09-05,    1011.4,      21.5,      27.8,      17.0,       0.8,       7.7,      80.2,       6.2,       3.4,       6.3
¾çÆò,09-06,    1011.9,      21.7,      28.1,      16.9,       0.7,       2.3,      80.2,       5.8,       3.3,       7.2
¾çÆò,09-07,    1013.2,      21.5,      28.0,      17.1,       0.8,       2.5,      79.5,       5.5,       3.6,       6.9
¾çÆò,09-08,    1014.0,      21.3,      27.8,      16.7,       0.8,       1.6,      78.5,       5.5,       3.3,       7.5
¾çÆò,09-09,    1013.4,      20.7,      26.7,      16.3,       1.0,       5.5,      77.9,       6.5,       3.1,       6.3
¾çÆò,09-10,    1012.7,      20.2,      26.2,      15.8,       0.9,      12.7,      79.5,       6.6,       2.6,       5.2
¾çÆò,09-11,    1012.4,      19.8,      26.2,      15.3,       0.9,       9.6,      78.1,       5.7,       2.7,       6.3
¾çÆò,09-12,    1013.6,      19.6,      26.3,      14.1,       0.9,       0.7,      77.4,       5.2,       3.6,       7.1
¾çÆò,09-13,    1014.8,      19.2,      26.0,      14.3,       0.9,       1.8,      78.8,       6.0,       3.4,       6.5
¾çÆò,09-14,    1014.8,      19.2,      25.9,      14.5,       0.9,       7.3,      78.7,       6.1,       2.7,       6.4
¾çÆò,09-15,    1014.6,      19.1,      26.3,      13.9,       0.9,       4.7,      76.9,       5.1,       3.3,       7.6
¾çÆò,09-16,    1014.1,      18.7,      26.0,      13.2,       1.0,       2.4,      76.0,       5.1,       3.1,       7.2
¾çÆò,09-17,    1013.2,      18.3,      25.1,      13.0,       0.9,       6.7,      77.8,       5.0,       2.9,       7.1
¾çÆò,09-18,    1014.3,      18.3,      25.8,      12.9,       0.8,       0.9,      77.3,       5.4,       3.0,       7.5
¾çÆò,09-19,    1014.8,      17.9,      25.6,      12.4,       0.8,       6.7,      79.4,       5.2,       2.9,       6.9
¾çÆò,09-20,    1015.7,      18.0,      25.3,      12.8,       0.9,       5.6,      79.9,       5.8,       2.8,       6.7
¾çÆò,09-21,    1016.7,      17.2,      24.2,      12.0,       0.9,       4.2,      78.6,       5.7,       2.9,       6.8
¾çÆò,09-22,    1017.9,      17.0,      25.8,      11.0,       0.8,       1.1,      76.9,       4.4,       3.4,       8.2
¾çÆò,09-23,    1017.5,      16.8,      24.8,      11.0,       0.7,       0.9,      79.2,       5.8,       3.2,       6.7
¾çÆò,09-24,    1015.6,      17.4,      24.6,      12.4,       0.7,       7.4,      79.5,       6.2,       2.9,       5.6
¾çÆò,09-25,    1016.6,      17.1,      24.5,      11.1,       1.0,       0.8,      76.3,       4.9,       3.3,       7.3
¾çÆò,09-26,    1018.3,      15.9,      24.1,      10.3,       1.0,       1.9,      77.0,       5.2,       3.1,       6.6
¾çÆò,09-27,    1018.2,      16.1,      23.9,       9.9,       0.9,       2.6,      76.6,       4.7,       3.1,       7.4
¾çÆò,09-28,    1019.2,      16.1,      23.2,      10.2,       0.9,       1.1,      76.2,       5.3,       3.0,       6.7
¾çÆò,09-29,    1018.5,      16.1,      23.8,      10.1,       0.9,       2.3,      75.8,       4.2,       3.1,       7.4
¾çÆò,09-30,    1018.4,      15.8,      23.8,       9.9,       0.9,       2.8,      77.2,       4.7,       2.9,       7.5
¾çÆò,10-01,    1018.6,      15.7,      23.8,      10.3,       0.8,       1.1,      77.7,       5.5,       2.6,       6.7
¾çÆò,10-02,    1018.8,      15.5,      23.1,      10.1,       0.8,       1.2,      79.0,       5.9,       2.6,       6.2
¾çÆò,10-03,    1019.1,      15.6,      23.0,      10.2,       0.8,       1.7,      78.7,       6.1,       2.4,       5.9
¾çÆò,10-04,    1019.4,      14.9,      22.6,       9.6,       1.0,       0.7,      78.4,       5.6,       2.6,       6.5
¾çÆò,10-05,    1020.0,      14.2,      21.6,       8.7,       0.9,       2.2,      76.4,       5.3,       2.5,       6.3
¾çÆò,10-06,    1019.6,      14.1,      21.8,       8.6,       0.9,       1.1,      77.9,       5.5,       2.4,       6.6
¾çÆò,10-07,    1019.3,      14.0,      21.5,       8.2,       0.8,       0.6,      77.8,       5.2,       2.2,       6.1
¾çÆò,10-08,    1020.0,      13.7,      22.0,       8.0,       0.9,       0.4,      77.7,       4.3,       2.7,       7.1
¾çÆò,10-09,    1021.3,      13.5,      22.1,       7.4,       0.9,       0.4,      77.0,       4.2,       2.7,       7.4
¾çÆò,10-10,    1021.2,      13.3,      21.4,       7.7,       0.8,       5.3,      78.2,       5.3,       2.4,       6.2
¾çÆò,10-11,    1020.4,      13.8,      21.8,       8.2,       0.8,       1.5,      78.1,       5.2,       2.3,       6.4
¾çÆò,10-12,    1020.0,      13.7,      21.3,       8.1,       1.0,       7.4,      75.1,       5.3,       2.5,       6.5
¾çÆò,10-13,    1020.2,      13.2,      21.2,       7.1,       1.0,       0.6,      75.7,       5.2,       2.5,       6.3
¾çÆò,10-14,    1019.1,      12.6,      20.8,       6.2,       0.9,       0.6,      75.5,       5.0,       2.3,       6.7
¾çÆò,10-15,    1020.0,      12.4,      20.6,       6.4,       0.9,       0.5,      75.6,       5.1,       2.2,       6.4
¾çÆò,10-16,    1019.7,      11.9,      19.8,       5.9,       1.0,       2.0,      75.7,       5.1,       2.4,       6.1
¾çÆò,10-17,    1019.6,      11.8,      19.6,       5.7,       1.0,       1.2,      75.3,       4.8,       2.4,       6.7
¾çÆò,10-18,    1020.8,      11.5,      19.4,       5.5,       1.0,       2.4,      76.0,       4.0,       2.4,       6.3
¾çÆò,10-19,    1022.0,      11.6,      19.7,       5.3,       1.1,       1.3,      74.4,       4.2,       2.4,       6.9
¾çÆò,10-20,    1023.1,      11.1,      19.0,       5.0,       1.2,       0.6,      73.8,       3.6,       2.3,       6.7
¾çÆò,10-21,    1022.9,      10.3,      18.4,       4.2,       1.1,       2.3,      72.7,       4.1,       2.4,       6.8
¾çÆò,10-22,    1023.8,       9.7,      18.4,       3.0,       1.1,       0.4,      74.2,       3.9,       2.2,       6.5
¾çÆò,10-23,    1023.9,       9.9,      18.4,       3.2,       1.0,       0.1,      72.9,       4.1,       2.2,       7.1
¾çÆò,10-24,    1022.3,      10.1,      17.2,       4.3,       1.2,       1.7,      74.7,       5.0,       2.3,       5.9
¾çÆò,10-25,    1021.8,       9.7,      17.4,       3.6,       1.2,       0.8,      74.1,       4.2,       2.0,       6.8
¾çÆò,10-26,    1023.0,       9.4,      17.6,       2.9,       1.1,       0.6,      73.5,       4.7,       1.9,       7.0
¾çÆò,10-27,    1024.0,       9.4,      18.0,       3.1,       1.1,       1.2,      76.2,       4.9,       1.8,       6.5
¾çÆò,10-28,    1022.7,       9.2,      16.8,       3.5,       1.1,       1.4,      76.7,       5.1,       1.9,       5.7
¾çÆò,10-29,    1020.7,       8.6,      16.5,       2.6,       1.1,       1.0,      74.7,       4.4,       2.2,       6.1
¾çÆò,10-30,    1021.0,       8.6,      16.2,       2.9,       1.2,       1.3,      74.2,       5.3,       1.7,       5.8
¾çÆò,10-31,    1021.9,       7.8,      14.3,       2.5,       1.3,       2.1,      74.0,       5.0,       1.9,       5.0
¾çÆò,11-01,    1023.0,       7.5,      14.8,       2.0,       1.1,       0.8,      74.0,       3.8,       1.6,       5.8
¾çÆò,11-02,    1023.0,       7.3,      15.4,       1.1,       0.9,       2.0,      75.7,       4.1,       1.7,       6.5
¾çÆò,11-03,    1023.6,       7.6,      15.9,       1.4,       0.9,       0.9,      77.1,       4.6,       1.7,       6.0
¾çÆò,11-04,    1024.0,       7.7,      15.8,       1.8,       0.9,       1.7,      75.8,       5.1,       1.5,       5.4
